character,line
Shadowheart,My purpose... You mean the artefact.
Shadowheart,Get out of my head.
Shadowheart,My mission brought me here.
Shadowheart,For the Mapping of the Heart. I wish to be Unburdened.
Shadowheart,My Mother Superior sent me.
Shadowheart,"The artefact. That's what you want to hear about, isn't it?"
Shadowheart,That voice... Do I know you?
Shadowheart,I'm here for the Mapping of the Heart. I wish to be Unburdened.
Shadowheart,Shouldn't you be in someone else's bedroll by now?
Shadowheart,The artefact doesn't matter anymore. Not to me.
Shadowheart,You sure know how to keep a party interesting.
Shadowheart,Let me enter.
Shadowheart,"Stand aside, whoever you are."
Shadowheart,You've heard enough. Show the holdouts the power that Lady Shar has blessed you with.
Shadowheart,Lady Shar didn't ask you to do this. You betrayed her - pursued your own goals.
Shadowheart,"Tell me one thing at least, before we end this - why did you want the artefact?"
Shadowheart,Show the holdouts the power that Lady Shar has blessed you with.
Shadowheart,The artefact is too powerful for you. The mission cannot be fulfilled. Lady Shar wishes for me to take your place.
Shadowheart,No. Lady Shar has chosen me to cleanse her ranks - you no longer have her blessing.
Shadowheart,I've heard enough.
Shadowheart,You sent us against the Absolute? The githyanki? It was a suicide mission from the start.
Shadowheart,You're acting against Shar. She'll damn you as quickly as she damned me.
Shadowheart,"Why do you even want the artefact so badly? Tell me the truth, at least this once."
Shadowheart,No. It will never be yours.
Shadowheart,The Mapping of the Heart...?
Shadowheart,I don't answer to you. Not anymore. I'm here for my family.
Shadowheart,I'll take your silence to mean utmost trust and respect then. Just follow my lead.
Shadowheart,Really? After everything we've been through? Sit on your misgivings for now - this is nearly over.
Shadowheart,Let us through. You know I'm expected.
Shadowheart,Then just trust me a little longer - this is almost over.
Shadowheart,"They're my people - I know them even if I don't remember them. You trust me, don't you?"
Shadowheart,Spare me your venom - I'm sure the Mother Superior will have plenty of her own.
Shadowheart,I met a man who'd been robbed of his memories - your handiwork?
Shadowheart,I need to enter.
Shadowheart,I need to see the Mother Superior.
Shadowheart,Do I know you?
Shadowheart,"So, this must be where the Unburdening occurs... exactly what is that?"
Shadowheart,"I've come too far to turn back now. Just a little longer - we're near the end of this, one way or another."
Shadowheart,Makes me wonder if you treat all your lovers that harshly.
Shadowheart,At least you've spared them the hangover tomorrow.
Shadowheart,The fire's nice. I'll stay here a while.
Shadowheart,"No more war tonight, I think."
Shadowheart,"I'd prefer the quiet, if it's all the same to you."
Shadowheart,"Get a girl's hopes up, why don't you? I need another bottle."
Shadowheart,You're the one becoming! Disgusting...
Shadowheart,...It's all disgusting.
Shadowheart,Guilty? Ridiculous. What's there to be guilty for?
Shadowheart,I serve the Lady of Loss. We stripped those tieflings of hope itself.
Shadowheart,Just... let me enjoy a drink in peace.
Shadowheart,My goddess smiles on such bloodshed.
Shadowheart,Why did killing those tieflings make me feel sick?
Shadowheart,I've killed in her name before. Why now? Why isn't the wine helping?
Shadowheart,But I appreciate the thought.
Shadowheart,You just... you! Get away from me. Now.
Shadowheart,I think we're finished here. Let's go.
Shadowheart,You did the right thing. All those deaths would have weighed you down.
Shadowheart,"I didn't realise you had such a soft streak, Astarion. Now it'll cost you. And the city as well, perhaps..."
Shadowheart,"I hope that was worth it. Even the Absolute's armies couldn't hope to kill so many, so quickly."
Shadowheart,Well done. You did what was best for you - don't let anyone tell you otherwise.
Shadowheart,"Don't do it, Astarion. Thousands will die unless you stay your hand."
Shadowheart,"I can see your scars... all of them. I know what it's like to suffer like that, only I bear fewer reminders on my skin."
Shadowheart,"No, Astarion! Stop this!"
Shadowheart,Some destinies require sacrifice. Do as you must.
Shadowheart,You did the right thing. Some sacrifices just aren't worth it.
Shadowheart,"I can't say I'd have done the same, but your choice in the end.<br>"
Shadowheart,Ugh. Later. Ground's spinning.
Shadowheart,"It's awkward for me too, you know."
Shadowheart,"Thank you. The offer's kind, but it's not a kindness I can afford."
Shadowheart,I prefer to keep a few things secret. It's old habit.
Shadowheart,Entertain yourself elsewhere.
Shadowheart,What a glorious celebration. Hip-deep in gore.
Shadowheart,And you're carousing with Astarion.
Shadowheart,"The corpses probably do something extra for him, don't they?"
Shadowheart,He does seem like the decadent type.
Shadowheart,And you're carousing with Lae'zel.
Shadowheart,I'm surprised she hasn't dragged you off to rut already.
Shadowheart,Not that I'm judging. I have this.
Shadowheart,And you're carousing with Minthara.
Shadowheart,Careful that she doesn't take a piece of you as a souvenir.
Shadowheart,The goblins stole good wine. It goes straight to the head.
Shadowheart,What's wrong with enjoying a gift from our guests?
Shadowheart,"Maybe if I down enough of this swill, it'll pickle the worm in my skull."
Shadowheart,We set a pack of refugees on fire. A child could have done it.
Shadowheart,Not exactly an ambush for the ages.
Shadowheart,"Not interested in a vampire's leftovers, I'm afraid."
Shadowheart,"Not interested in Astarion's leftovers, I'm afraid."
Shadowheart,"Not interested in a gith's leftovers, I'm afraid."
Shadowheart,"Not interested in Minthara's leftovers, I'm afraid."
Shadowheart,Maybe... but I know better than to share my bed drunk.
Shadowheart,Unless you meant to raise my spirits by other means?
Shadowheart,"Ah, sitting. Such an engaging activity."
Shadowheart,But that... doesn't sound half bad.
Shadowheart,"Well, I don't find you entertaining in the least."
Shadowheart,"In fact, I prefer the wine to your blind stabs at mockery. Get away from me."
Shadowheart,"The way forward will be of little importance if I don't fulfil my mission. If you've any sense, you'll help me."
Shadowheart,You must have an extraordinary affinity for the darkness. I'm jealous.
Shadowheart,"A chance to breathe, hopefully. This has all been... very draining."
Shadowheart,I can respect that sort of loyalty. It's not all that removed from what was instilled in me...
Shadowheart,"Well I'm not most. I respect drow. I've no quarrel with you, unless you make one."
Shadowheart,A disguise? You could've picked something a little less conspicuous.
Shadowheart,"Anyway, we've both got more pressing concerns - like these tadpoles in each of our heads."
Shadowheart,What the - you were on the ship with me! How did you get inside here...?
Shadowheart,What're you doing...?
Shadowheart,Oh is  that what you're doing? And I suppose you were testing my reflexes when you thumped me over the head.
Shadowheart,"I'm alive, yes. Thank you for the concern."
Shadowheart,"What, you didn't think to search me after you knocked me unconscious? I'll let it slide this time - as I owe you my life."
Shadowheart,"Well that's honest of you. Don't do it again - I'll give you a pass this time, considering I owe you my life."
Shadowheart,"No, not while I was out could. I remember a falling sensation - I thought I was dreaming. Next thing I know, I'm here."
Shadowheart,What in Shar's name...? Get away from me you rabid freak! 
Shadowheart,"I remember the ship, I remember falling... then nothing."
Shadowheart,You might want to reconsider calling her a friend - looks like she ran off without us. 
Shadowheart,"You're more concerned for her than she is for you, clearly. We need to take care of ourselves."
Shadowheart,"First things first - we need supplies, shelter, and most of all, a healer."
Shadowheart,"We might have escaped, but we still have these little monsters in our heads. "
Shadowheart,"We need each other, and we both know what's at stake. I can't think of better company."
Shadowheart,You sure about that? Neither of us knows what lies ahead.
Shadowheart,"I can feel it, in your head. You follow someone else's orders. I'll deal with them, not you."
Shadowheart,"I'll join along - if I can speak to whoever's really in charge. Otherwise, I'd best be on my way."
Shadowheart,"One thing, just before we go. I wanted to thank you again, for freeing me... even if you did knock me unconscious afterwards."
Shadowheart,"One thing, just before we go. I wanted to thank you again, for freeing me."
Shadowheart,She must have run off without us... seems like I'm more reliable than your own people.
Shadowheart,Of course. You're the same as me. You have a mind flayer tadpole in your brain.
Shadowheart,The same. It must be that tadpole they put in our eyes. I assume that's what caused our minds to... cross.
Shadowheart,These things are going to consume us from the inside and turn us into mind flayers.
Shadowheart,"Wait. It's you... you're the one who tried to free me, on the ship."
Shadowheart,At least you made the effort.
Shadowheart,Wait. You... you're one of that lot who were attacking the ship.
Shadowheart,"You tried to get my pod open, didn't you?"
Shadowheart,... probably wanted to kill me and loot my corpse. Don't come any closer.
